doc_id,sentence_id,sentence_start,sentence_end,sentence_text,sentence_tokens,p_count,i_count,o_count,gold_label
11978262,6,140,166,"Secondary outcomes included blood lipid, fasting glucose, and insulin levels and side effects related to elevated blood pressure and increased dietary fiber intake.","['Secondary', 'outcomes', 'included', 'blood', 'lipid', ',', 'fasting', 'glucose', ',', 'and', 'insulin', 'levels', 'and', 'side', 'effects', 'related', 'to', 'elevated', 'blood', 'pressure', 'and', 'increased', 'dietary', 'fiber', 'intake', '.']",0,0,18,O
11978262,7,166,214,"RESULTS The oat cereal group experienced a 7.5 mm Hg reduction in SBP (P & lt.01) and a 5.5 mm Hg reduction in DBP (P & lt.02), while there was virtually no change in either SBP or DBP in the control group.","['RESULTS', 'The', 'oat', 'cereal', 'group', 'experienced', 'a', '7.5', 'mm', 'Hg', 'reduction', 'in', 'SBP', '(', 'P', '&', 'lt.01', ')', 'and', 'a', '5.5', 'mm', 'Hg', 'reduction', 'in', 'DBP', '(', 'P', '&', 'lt.02', ')', ',', 'while', 'there', 'was', 'virtually', 'no', 'change', 'in', 'either', 'SBP', 'or', 'DBP', 'in', 'the', 'control', 'group', '.']",0,0,2,O
11978262,8,214,240,"In the oat cereal group, a trend was observed for a lower total insulin response to a glucose load, suggesting improved insulin sensitivity.","['In', 'the', 'oat', 'cereal', 'group', ',', 'a', 'trend', 'was', 'observed', 'for', 'a', 'lower', 'total', 'insulin', 'response', 'to', 'a', 'glucose', 'load', ',', 'suggesting', 'improved', 'insulin', 'sensitivity', '.']",0,0,3,O
11978262,9,240,263,"However, this could not be confirmed using estimates from the Bergman Minimal Model, perhaps because of our small sample size.","['However', ',', 'this', 'could', 'not', 'be', 'confirmed', 'using', 'estimates', 'from', 'the', 'Bergman', 'Minimal', 'Model', ',', 'perhaps', 'because', 'of', 'our', 'small', 'sample', 'size', '.']",0,0,0,NONE
11978262,10,263,287,The oats group experienced a significant reduction in both total cholesterol (9%) and low-density lipoprotein cholesterol (14%).,"['The', 'oats', 'group', 'experienced', 'a', 'significant', 'reduction', 'in', 'both', 'total', 'cholesterol', '(', '9', '%', ')', 'and', 'low-density', 'lipoprotein', 'cholesterol', '(', '14', '%', ')', '.']",0,0,5,O
11978262,11,287,308,CONCLUSIONS The addition of oat cereals to the normal diet of patients with hypertension significantly reduces both SBP and DBP.,"['CONCLUSIONS', 'The', 'addition', 'of', 'oat', 'cereals', 'to', 'the', 'normal', 'diet', 'of', 'patients', 'with', 'hypertension', 'significantly', 'reduces', 'both', 'SBP', 'and', 'DBP', '.']",0,2,2,MIXED
11978262,12,308,327,Soluble fiber-rich whole oats may be an effective dietary therapy in the prevention and adjunct treatment of hypertension.,"['Soluble', 'fiber-rich', 'whole', 'oats', 'may', 'be', 'an', 'effective', 'dietary', 'therapy', 'in', 'the', 'prevention', 'and', 'adjunct', 'treatment', 'of', 'hypertension', '.']",0,4,0,I
11978277,0,0,13,Prolonged GnRH agonist and add-back therapy for symptomatic endometriosis: long-term follow-up.,"['Prolonged', 'GnRH', 'agonist', 'and', 'add-back', 'therapy', 'for', 'symptomatic', 'endometriosis', ':', 'long-term', 'follow-up', '.']",2,5,2,MIXED
11978277,1,13,39,"OBJECTIVE To assess post-treatment effects in endometriosis patients of a 12-month course of GnRH agonist alone or with one of three "" add-back "" regimens.","['OBJECTIVE', 'To', 'assess', 'post-treatment', 'effects', 'in', 'endometriosis', 'patients', 'of', 'a', '12-month', 'course', 'of', 'GnRH', 'agonist', 'alone', 'or', 'with', 'one', 'of', 'three', '""', 'add-back', '""', 'regimens', '.']",1,6,0,MIXED
11978277,2,39,56,"METHODS This is a post-treatment follow-up analysis of a randomized, double-masked, placebo-controlled 52-week trial.","['METHODS', 'This', 'is', 'a', 'post-treatment', 'follow-up', 'analysis', 'of', 'a', 'randomized', ',', 'double-masked', ',', 'placebo-controlled', '52-week', 'trial', '.']",0,1,0,I
11978277,3,56,128,"All patients had received monthly leuprolide acetate and were randomized to one of four groups: A-daily placebo; B-daily norethindrone acetate 5 mg; C-daily norethindrone acetate 5 mg and conjugated equine estrogens 0.625 mg; and D-daily norethindrone acetate 5 mg and conjugated equine estrogens 1.25 mg. Of 201 patients enrolled in the initial trial, 123 completed at least 280 days of therapy and entered the follow-up period.","['All', 'patients', 'had', 'received', 'monthly', 'leuprolide', 'acetate', 'and', 'were', 'randomized', 'to', 'one', 'of', 'four', 'groups', ':', 'A-daily', 'placebo', ';', 'B-daily', 'norethindrone', 'acetate', '5', 'mg', ';', 'C-daily', 'norethindrone', 'acetate', '5', 'mg', 'and', 'conjugated', 'equine', 'estrogens', '0.625', 'mg', ';', 'and', 'D-daily', 'norethindrone', 'acetate', '5', 'mg', 'and', 'conjugated', 'equine', 'estrogens', '1.25', 'mg.', 'Of', '201', 'patients', 'enrolled', 'in', 'the', 'initial', 'trial', ',', '123', 'completed', 'at', 'least', '280', 'days', 'of', 'therapy', 'and', 'entered', 'the', 'follow-up', 'period', '.']",2,16,0,MIXED
11978277,4,128,154,"Physical findings and symptoms were quantified, and lumbar spine bone mineral density was determined at intervals for up to 12 and 24 months post-therapy.","['Physical', 'findings', 'and', 'symptoms', 'were', 'quantified', ',', 'and', 'lumbar', 'spine', 'bone', 'mineral', 'density', 'was', 'determined', 'at', 'intervals', 'for', 'up', 'to', '12', 'and', '24', 'months', 'post-therapy', '.']",0,0,5,O
11978277,5,154,183,RESULTS Symptom and pelvic examination scores remained significantly below baseline for at least 8 months after completion of therapy for all four groups (P <.05).,"['RESULTS', 'Symptom', 'and', 'pelvic', 'examination', 'scores', 'remained', 'significantly', 'below', 'baseline', 'for', 'at', 'least', '8', 'months', 'after', 'completion', 'of', 'therapy', 'for', 'all', 'four', 'groups', '(', 'P', '<', '.05', ')', '.']",0,0,5,O
11978277,6,183,195,Findings were not affected by endometriosis scores noted on screening laparoscopy.,"['Findings', 'were', 'not', 'affected', 'by', 'endometriosis', 'scores', 'noted', 'on', 'screening', 'laparoscopy', '.']",0,0,2,O
11978277,7,195,210,Mean bone mineral density values remained at or above baseline in all add-back groups.,"['Mean', 'bone', 'mineral', 'density', 'values', 'remained', 'at', 'or', 'above', 'baseline', 'in', 'all', 'add-back', 'groups', '.']",0,0,5,O
11978277,8,210,241,The significant mean loss in bone density in group A during therapy reversed slowly and had not returned to baseline at the final follow-up visit (P <.001).,"['The', 'significant', 'mean', 'loss', 'in', 'bone', 'density', 'in', 'group', 'A', 'during', 'therapy', 'reversed', 'slowly', 'and', 'had', 'not', 'returned', 'to', 'baseline', 'at', 'the', 'final', 'follow-up', 'visit', '(', 'P', '<', '.001', ')', '.']",0,0,4,O
11978277,9,241,277,CONCLUSION GnRH agonist and norethindrone acetate alone or combined with low-dose conjugated equine estrogens administered to symptomatic endometriosis patients for 12 months provides extended pain relief and bone mineral density preservation after completion of therapy.,"['CONCLUSION', 'GnRH', 'agonist', 'and', 'norethindrone', 'acetate', 'alone', 'or', 'combined', 'with', 'low-dose', 'conjugated', 'equine', 'estrogens', 'administered', 'to', 'symptomatic', 'endometriosis', 'patients', 'for', '12', 'months', 'provides', 'extended', 'pain', 'relief', 'and', 'bone', 'mineral', 'density', 'preservation', 'after', 'completion', 'of', 'therapy', '.']",2,9,5,MIXED
11981066,0,0,14,Effect of cerivastatin on proteinuria and urinary podocytes in patients with chronic glomerulonephritis.,"['Effect', 'of', 'cerivastatin', 'on', 'proteinuria', 'and', 'urinary', 'podocytes', 'in', 'patients', 'with', 'chronic', 'glomerulonephritis', '.']",3,1,0,MIXED
11981066,1,14,28,BACKGROUND We previously reported urinary podocytes to be a marker of glomerular injury.,"['BACKGROUND', 'We', 'previously', 'reported', 'urinary', 'podocytes', 'to', 'be', 'a', 'marker', 'of', 'glomerular', 'injury', '.']",0,0,0,NONE
11981066,2,28,63,"The aim of the present study was to determine whether cerivastatin, a newly developed, potent synthetic statin, affects proteinuria and urinary podocyte excretion in patients with chronic glomerulonephritis (CGN).","['The', 'aim', 'of', 'the', 'present', 'study', 'was', 'to', 'determine', 'whether', 'cerivastatin', ',', 'a', 'newly', 'developed', ',', 'potent', 'synthetic', 'statin', ',', 'affects', 'proteinuria', 'and', 'urinary', 'podocyte', 'excretion', 'in', 'patients', 'with', 'chronic', 'glomerulonephritis', '(', 'CGN', ')', '.']",5,1,0,MIXED
11981066,3,63,88,METHODS We randomly assigned 40 normotensive hypercholesterolemic patients with CGN to receive either cerivastatin 0.15 mg/day (n=20) or placebo (n=20).,"['METHODS', 'We', 'randomly', 'assigned', '40', 'normotensive', 'hypercholesterolemic', 'patients', 'with', 'CGN', 'to', 'receive', 'either', 'cerivastatin', '0.15', 'mg/day', '(', 'n=20', ')', 'or', 'placebo', '(', 'n=20', ')', '.']",3,2,0,MIXED
11981066,4,88,115,"Subjects comprised 24 men and 16 women, with a mean age of 40.8+/-14.4 years; 27 had IgA nephropathy and 13 had non-IgA proliferative glomerulonephritis.","['Subjects', 'comprised', '24', 'men', 'and', '16', 'women', ',', 'with', 'a', 'mean', 'age', 'of', '40.8+/-14.4', 'years', ';', '27', 'had', 'IgA', 'nephropathy', 'and', '13', 'had', 'non-IgA', 'proliferative', 'glomerulonephritis', '.']",12,0,0,P
11981066,5,115,122,Treatment was continued for 6 months.,"['Treatment', 'was', 'continued', 'for', '6', 'months', '.']",0,0,0,NONE
11981066,6,122,153,"Plasma total cholesterol, HDL-cholesterol, LDL-cholesterol and triglycerides, urinary protein excretion and the number of podocytes were measured before treatment and at 3 and 6 months after treatment.","['Plasma', 'total', 'cholesterol', ',', 'HDL-cholesterol', ',', 'LDL-cholesterol', 'and', 'triglycerides', ',', 'urinary', 'protein', 'excretion', 'and', 'the', 'number', 'of', 'podocytes', 'were', 'measured', 'before', 'treatment', 'and', 'at', '3', 'and', '6', 'months', 'after', 'treatment', '.']",0,0,13,O
11981066,7,153,204,"RESULTS After 6 months, a significant reduction in total cholesterol (P <0.001), LDL-cholesterol (P <0.001) and triglycerides (P <0.05), and a significant increase in HDL-cholesterol (P <0.001) were observed in the group treated with cerivastatin.","['RESULTS', 'After', '6', 'months', ',', 'a', 'significant', 'reduction', 'in', 'total', 'cholesterol', '(', 'P', '<', '0.001', ')', ',', 'LDL-cholesterol', '(', 'P', '<', '0.001', ')', 'and', 'triglycerides', '(', 'P', '<', '0.05', ')', ',', 'and', 'a', 'significant', 'increase', 'in', 'HDL-cholesterol', '(', 'P', '<', '0.001', ')', 'were', 'observed', 'in', 'the', 'group', 'treated', 'with', 'cerivastatin', '.']",0,1,7,MIXED
11981066,8,204,239,"Urinary protein excretion decreased from 1.8+/-0.6 to 0.8+/-0.4 g/day, (P <0.01) in this group, and urinary podocyte excretion decreased from 1.6+/-0.6 to 0.9+/-0.4 cells/ml (P <0.01).","['Urinary', 'protein', 'excretion', 'decreased', 'from', '1.8+/-0.6', 'to', '0.8+/-0.4', 'g/day', ',', '(', 'P', '<', '0.01', ')', 'in', 'this', 'group', ',', 'and', 'urinary', 'podocyte', 'excretion', 'decreased', 'from', '1.6+/-0.6', 'to', '0.9+/-0.4', 'cells/ml', '(', 'P', '<', '0.01', ')', '.']",0,0,6,O
11981066,9,239,258,"However, placebo showed little effect on these lipid levels, urinary protein excretion and urinary podocyte excretion.","['However', ',', 'placebo', 'showed', 'little', 'effect', 'on', 'these', 'lipid', 'levels', ',', 'urinary', 'protein', 'excretion', 'and', 'urinary', 'podocyte', 'excretion', '.']",0,1,8,MIXED
11981066,10,258,311,"The differences between the cerivastatin group and the placebo group were significant (cholesterol, P <0.001; LDL-cholesterol, P <0.001; triglycerides, P <0.05; HDL-cholesterol, P <0.001; urinary protein, P <0.01; and urinary podocytes, P <0.01).","['The', 'differences', 'between', 'the', 'cerivastatin', 'group', 'and', 'the', 'placebo', 'group', 'were', 'significant', '(', 'cholesterol', ',', 'P', '<', '0.001', ';', 'LDL-cholesterol', ',', 'P', '<', '0.001', ';', 'triglycerides', ',', 'P', '<', '0.05', ';', 'HDL-cholesterol', ',', 'P', '<', '0.001', ';', 'urinary', 'protein', ',', 'P', '<', '0.01', ';', 'and', 'urinary', 'podocytes', ',', 'P', '<', '0.01', ')', '.']",0,0,7,O
11981066,11,311,331,CONCLUSION Statins such as cerivastatin may be beneficial for restoration of injured podocytes in patients with CGN and hypercholesterolaemia.,"['CONCLUSION', 'Statins', 'such', 'as', 'cerivastatin', 'may', 'be', 'beneficial', 'for', 'restoration', 'of', 'injured', 'podocytes', 'in', 'patients', 'with', 'CGN', 'and', 'hypercholesterolaemia', '.']",2,0,0,P
11981150,0,0,13,Effects of clonidine on postoperative nausea and vomiting in breast cancer surgery.,"['Effects', 'of', 'clonidine', 'on', 'postoperative', 'nausea', 'and', 'vomiting', 'in', 'breast', 'cancer', 'surgery', '.']",4,1,0,MIXED
11981150,1,13,30,"BACKGROUND Postoperative nausea and vomiting (PONV) is still common, especially among female patients.","['BACKGROUND', 'Postoperative', 'nausea', 'and', 'vomiting', '(', 'PONV', ')', 'is', 'still', 'common', ',', 'especially', 'among', 'female', 'patients', '.']",0,0,0,NONE
11981150,2,30,50,Our hypothesis is that coinduction with clonidine reduces the incidence of PONV in adult patients undergoing breast cancer surgery.,"['Our', 'hypothesis', 'is', 'that', 'coinduction', 'with', 'clonidine', 'reduces', 'the', 'incidence', 'of', 'PONV', 'in', 'adult', 'patients', 'undergoing', 'breast', 'cancer', 'surgery', '.']",0,1,0,I
11981150,3,50,81,"METHODS Sixty-eight women premedicated with midazolam were randomly allocated to coinduction with intravenous clonidine (group C) or placebo (group P) in this prospective, double-blind study.","['METHODS', 'Sixty-eight', 'women', 'premedicated', 'with', 'midazolam', 'were', 'randomly', 'allocated', 'to', 'coinduction', 'with', 'intravenous', 'clonidine', '(', 'group', 'C', ')', 'or', 'placebo', '(', 'group', 'P', ')', 'in', 'this', 'prospective', ',', 'double-blind', 'study', '.']",0,2,0,I
11981150,4,81,102,"Anesthesia was standardized (laryngeal mask airway, fentanyl, propofol, sevoflurane, nitrous oxide, and oxygen).","['Anesthesia', 'was', 'standardized', '(', 'laryngeal', 'mask', 'airway', ',', 'fentanyl', ',', 'propofol', ',', 'sevoflurane', ',', 'nitrous', 'oxide', ',', 'and', 'oxygen', ')', '.']",0,11,0,I
11981150,5,102,121,"Hemodynamic parameters and the requirements for propofol, sevoflurane, and the postoperative need for ketobemidone were noted.","['Hemodynamic', 'parameters', 'and', 'the', 'requirements', 'for', 'propofol', ',', 'sevoflurane', ',', 'and', 'the', 'postoperative', 'need', 'for', 'ketobemidone', 'were', 'noted', '.']",0,0,0,NONE
11981150,6,121,139,The primary endpoints studied were the number of PONV-free patients and patient satisfaction with respect to PONV.,"['The', 'primary', 'endpoints', 'studied', 'were', 'the', 'number', 'of', 'PONV-free', 'patients', 'and', 'patient', 'satisfaction', 'with', 'respect', 'to', 'PONV', '.']",0,0,10,O
11981150,7,139,176,RESULTS Patients in group C had a significantly reduced need for propofol (P <0.04) and sevoflurane (P <0.01) and a reduced early need for ketobemidone (P <0.04).,"['RESULTS', 'Patients', 'in', 'group', 'C', 'had', 'a', 'significantly', 'reduced', 'need', 'for', 'propofol', '(', 'P', '<', '0.04', ')', 'and', 'sevoflurane', '(', 'P', '<', '0.01', ')', 'and', 'a', 'reduced', 'early', 'need', 'for', 'ketobemidone', '(', 'P', '<', '0.04', ')', '.']",0,0,8,O
11981150,8,176,203,"There were significantly more PONV-free patients in group C compared with group P (20 and 11 of 30, respectively; P <0.04).","['There', 'were', 'significantly', 'more', 'PONV-free', 'patients', 'in', 'group', 'C', 'compared', 'with', 'group', 'P', '(', '20', 'and', '11', 'of', '30', ',', 'respectively', ';', 'P', '<', '0.04', ')', '.']",0,0,2,O
11981150,9,203,221,"The number needed to treat was 3.3 (95% confidence interval, 1.8, 16.9).","['The', 'number', 'needed', 'to', 'treat', 'was', '3.3', '(', '95', '%', 'confidence', 'interval', ',', '1.8', ',', '16.9', ')', '.']",0,0,0,NONE
11981150,10,221,255,"Intraoperative blood pressure, postoperative heart rate, and postoperative blood pressure were all significantly lower in group C compared with group P, but were not considered to be of clinical importance.","['Intraoperative', 'blood', 'pressure', ',', 'postoperative', 'heart', 'rate', ',', 'and', 'postoperative', 'blood', 'pressure', 'were', 'all', 'significantly', 'lower', 'in', 'group', 'C', 'compared', 'with', 'group', 'P', ',', 'but', 'were', 'not', 'considered', 'to', 'be', 'of', 'clinical', 'importance', '.']",0,0,12,O
